Label,Power (W),Irms (A),Time
39,376.097655785329,1.7095347990242227,2025-03-11 12:22:57.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:23:07.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:23:17.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:23:27.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:23:37.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:23:47.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:23:57.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:24:07.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:24:17.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:24:27.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:24:37.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:24:47.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:24:57.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:25:07.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:25:17.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:25:27.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:25:37.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:25:47.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:25:57.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:26:07.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:26:17.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:26:27.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:26:37.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:26:47.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:26:57.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:27:07.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:27:17.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:27:27.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:27:37.150799
39,376.097655785329,1.7095347990242227,2025-03-11 12:27:47.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:27:57.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:28:07.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:28:17.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:28:27.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:28:37.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:28:47.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:28:57.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:29:07.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:29:17.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:29:27.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:29:37.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:29:47.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:29:57.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:30:07.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:30:17.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:30:27.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:30:37.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:30:47.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:30:57.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:31:07.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:31:17.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:31:27.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:31:37.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:31:47.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:31:57.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:32:07.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:32:17.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:32:27.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:32:37.150799
119,329.600293492246,1.4981831522374818,2025-03-11 12:32:47.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:32:57.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:33:07.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:33:17.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:33:27.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:33:37.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:33:47.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:33:57.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:34:07.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:34:17.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:34:27.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:34:37.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:34:47.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:34:57.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:35:07.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:35:17.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:35:27.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:35:37.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:35:47.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:35:57.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:36:07.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:36:17.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:36:27.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:36:37.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:36:47.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:36:57.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:37:07.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:37:17.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:37:27.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:37:37.150799
164,117.35193117586955,0.5334178689812252,2025-03-11 12:37:47.150799
155,392.73602309247127,1.7851637413294148,2025-03-11 12:37:57.150799
155,392.73602309247127,1.7851637413294148,2025-03-11 12:38:07.150799
155,392.73602309247127,1.7851637413294148,2025-03-11 12:38:17.150799
155,392.73602309247127,1.7851637413294148,2025-03-11 12:38:27.150799
